SpAD_Dt,ZMIC1,ATSC7p,GATS4c,CIC1,AATSC8i,MATS3p,MDEC-23,ETA_Eta_F_L,ATSC5s,VE1_Dzp,ATSC8i,MATS7p,ATS4m,AATSC2e,MATS7i,ATSC8c,TPC,SpMax8_Bhi,MATS5s,IC5,MATS3v,MATS3c,BIC5,GATS3e,minssNH,ETA_BetaP_s,MATS6c,GATS1s,GATS2s,GATS5s,C2SP2,CrippenLogP,SpMax3_Bhv,AATS8m,MATS2e,GATS5m,VR3_Dt,WTPT-2,ETA_Epsilon_5,AATS7v,BCUTp-1l,AATSC5p,MATS1m,MATS6v,MATS4i,GATS8e,ATSC7e,AATSC2s,SP-6,Class
1627.4416,87.3684,-0.1604,1.1553,2.9062,-0.2207,-0.0462,46.6635,12.0675,10.0881,0.5956,-30.01,-0.0048,11787.7671,0.0052,0.013,0.0201,2716,3.1163,0.1642,5.7544,-0.0301,-0.0456,0.8931,0.9901,0.0,0.6603,-0.0444,0.8138,0.9258,0.8999,20,7.436,3.8812,65.1365,0.1063,0.8706,23.6067,2.144,0.7803,213.5099,6.8586,-0.0131,0.0798,0.0128,-0.0244,1.0378,-1.0107,-0.0066,9.7963,Toxic
1222.7986,88.644,-1.9963,1.1794,2.8394,0.0605,-0.0783,39.6079,10.6798,3.0729,0.0,7.3194,-0.07,12952.8503,-0.0002,-0.056,-0.3331,2124,3.1431,0.0091,4.3543,0.0091,-0.1401,0.7035,0.868,3.121,0.6286,-0.2172,0.6245,0.5892,1.4754,20,5.8538,3.7081,71.8876,-0.0021,1.1554,50.7808,2.0861,0.7567,211.6319,5.8219,0.0048,-0.0121,-0.2053,-0.1496,0.9408,-0.3656,-0.0568,8.1425,Toxic
1093.5978,96.4364,1.0578,1.1854,3.2236,-0.1334,-0.1294,42.695,11.3406,-35.738,0.1975,-14.6784,0.0394,10136.5118,0.0191,0.0682,-0.0109,1499,2.9469,-0.1592,5.3074,-0.0731,0.0015,0.8444,0.9068,2.8748,0.6284,-0.007,0.5521,0.5059,1.5696,21,6.0096,3.7823,68.3349,0.2275,1.0649,23.6123,2.0913,0.8009,213.3574,5.0792,0.0231,0.0386,-0.1248,-0.0642,0.6098,1.0953,0.1696,7.2778,Toxic
1187.6332,100.7245,0.1927,1.3731,3.0417,-0.006,-0.0905,39.0073,13.3216,26.9019,0.0019,-1.0649,0.0057,14588.8545,0.0233,-0.0647,-0.0359,2373,3.1414,0.0917,4.8662,-0.0038,-0.0399,0.7533,0.8139,2.5329,0.6802,-0.137,0.5412,0.5613,1.1126,20,5.75,3.8405,94.0757,0.2872,0.9366,72.0678,2.0934,0.8215,237.2935,5.1957,0.0128,0.0444,-0.0098,-0.0946,1.2129,0.2139,0.0448,8.9497,Toxic
1404.3354,85.6763,0.5995,1.3533,2.7057,0.0481,-0.0416,46.4822,11.4693,-15.4883,0.3973,8.1286,0.0153,13978.5243,0.0142,-0.0183,0.1485,2957,3.2565,-0.0356,5.8897,-0.0203,-0.1009,0.9201,0.8647,2.8368,0.6625,0.1011,0.4779,0.4589,1.2191,21,6.341,3.8052,69.5675,0.1663,1.0138,37.5624,2.0986,0.8228,207.0212,3.6677,-0.0073,0.0545,-0.0002,-0.0093,0.9203,-2.0881,0.2227,9.8919,Toxic
1055.9654,64.2774,8.4253,1.2153,2.3306,0.1895,-0.1057,31.0455,10.1961,2.5488,0.4072,22.3587,0.2317,11642.026,0.006,0.119,-0.001,1886,3.1028,0.0083,5.446,-0.0658,0.0461,0.8578,0.9183,2.7628,0.6622,-0.1916,0.5,0.5145,1.0355,14,4.912,3.8377,67.2022,0.0751,1.0205,21.5845,2.0818,0.8223,155.7035,4.7226,0.0013,0.0632,-0.0951,-0.1448,1.1907,3.8675,0.0902,7.6969,Toxic
1474.7562,80.3235,-0.0762,1.2615,2.4094,0.0401,-0.1109,48.9891,12.0088,-14.5966,0.4066,7.2588,-0.0016,14106.2886,0.0109,-0.0163,-0.2331,2866,3.1479,-0.0379,5.8626,-0.0811,-0.0257,0.9053,0.9141,2.9321,0.6607,0.2395,0.5039,0.5289,1.0711,21,5.7875,3.8046,74.1469,0.123,0.7167,25.1713,2.092,0.8114,207.5189,4.135,0.0026,0.0225,-0.0387,-0.032,1.2571,-1.6979,0.0485,9.7135,Toxic
1126.0087,89.3683,3.7994,1.327,3.0454,-0.1601,-0.0806,38.6603,11.1154,-1.5996,0.53,-25.1428,0.0779,11775.6235,0.0033,0.0739,-0.2454,1565,3.1439,-0.0078,5.7166,-0.0547,0.1063,0.8742,0.9536,0.0,0.6313,0.0883,0.5329,0.5824,1.2765,22,5.6051,3.7981,58.8652,0.0778,1.111,25.0398,2.0828,0.775,187.9307,5.5484,0.0107,0.0755,0.0185,-0.0982,0.8394,-1.0156,0.0121,0.0,Toxic
937.6026,72.3704,2.2376,1.2626,2.5679,-0.0383,-0.1721,34.6939,9.0201,-28.821,0.0139,-3.8679,0.0695,10598.7005,0.0169,0.1568,-0.1927,1496,3.1119,-0.1085,5.6511,-0.1016,0.0762,0.9004,0.8464,3.0293,0.625,-0.1914,0.6471,0.5142,1.359,15,5.1187,3.8336,63.0336,0.2811,1.0049,21.1826,2.0961,0.7848,195.6376,5.5091,0.0066,0.1953,0.1296,-0.1282,1.2595,2.8434,0.3114,7.0885,Toxic
1409.2412,79.8533,1.308,1.0804,2.5322,0.1029,-0.0905,42.2191,12.3781,4.5486,0.0238,16.4674,0.0336,13383.2561,0.0106,0.1277,0.0567,3124,3.1285,0.0425,5.7162,-0.036,-0.1663,0.8827,0.9813,0.0,0.6688,0.0522,0.9054,0.6516,1.0166,19,8.8798,3.8489,63.449,0.1959,0.8677,24.1966,2.1297,0.7862,205.0601,5.7521,0.005,0.0653,-0.1511,0.0224,0.968,-1.7798,0.0304,10.3665,Toxic
1293.8465,78.3992,-1.7494,1.0255,2.799,-0.0707,-0.1142,44.2499,10.6969,-0.0965,0.3347,-16.1949,-0.034,13787.4433,0.0092,-0.0507,0.0441,2354,3.267,-0.0003,5.6632,-0.1197,-0.118,0.8543,0.9443,0.0,0.6364,-0.0245,0.5087,0.5553,1.1977,15,5.1284,3.8267,56.8892,0.1593,0.9206,30.0318,2.0813,0.8068,182.9715,5.3961,0.0088,0.0758,-0.0928,0.0006,1.0943,0.3417,0.0254,9.3676,Toxic
1003.2035,69.2522,3.0637,1.0928,2.4629,0.0151,-0.0441,44.0546,10.6087,15.712,0.4933,2.6817,0.0594,12922.2153,0.0032,0.0168,-0.0823,2159,3.2305,0.0503,5.3259,-0.0404,-0.0188,0.8164,0.9881,0.0,0.6563,0.0597,0.4698,0.4921,0.8066,15,5.2173,3.8477,55.3173,0.0667,1.0729,25.0444,2.0981,0.7651,162.4868,4.3504,-0.0235,0.0573,0.0171,-0.0666,1.2752,-0.346,0.0152,8.7925,Toxic
1125.116,76.3703,-0.2352,0.9406,2.443,-0.0151,-0.1369,36.4437,11.271,9.2861,0.0304,-2.0421,-0.0068,11251.7854,0.0118,-0.0589,0.2807,1618,3.1394,0.0589,5.7421,-0.1292,-0.2554,0.8995,1.1008,3.0446,0.6316,0.1833,0.7754,0.5629,0.881,18,7.8132,3.8193,80.1593,0.1966,0.9072,23.3408,2.0831,0.7742,235.0609,4.9819,0.0429,0.0458,0.0474,-0.0207,1.2392,-1.5512,0.0961,7.4684,Toxic
1243.7912,93.4128,4.6193,0.9939,2.7261,-0.2029,0.0089,34.8701,11.6566,-96.864,0.0,-21.914,0.1346,15992.5474,0.0297,0.2284,-0.2633,2126,3.277,-0.2092,5.5132,-0.0297,-0.0843,0.8625,0.9652,2.6777,0.65,-0.1497,0.702,0.5084,1.5723,20,7.5224,3.8353,82.8582,0.2948,1.3352,26.2496,2.0889,0.8167,212.749,5.0068,-0.0184,0.2045,0.0016,-0.169,0.5905,3.8696,0.6186,9.085,Toxic
960.6306,70.1418,3.7079,1.1611,2.4991,0.029,-0.0451,42.7042,10.0468,16.3476,0.5292,5.0507,0.0693,12743.2519,0.0031,0.0272,-0.0809,2119,3.1834,0.0662,5.2345,-0.0432,-0.0241,0.8083,1.0021,0.0,0.6603,0.0704,0.5148,0.5557,0.8941,16,6.6938,3.8312,56.4572,0.0579,0.826,25.9152,2.1,0.7736,164.031,5.1511,-0.0264,0.0383,0.0363,-0.0564,1.2749,0.0011,0.0071,8.6091,Toxic
1174.8307,69.0167,3.057,0.9626,2.5291,-0.0086,0.0106,45.6774,10.5881,14.7621,0.5701,-1.6895,0.0564,13573.6868,-0.0012,0.0303,0.0843,2401,3.3555,0.0544,5.3716,-0.0056,0.0016,0.8157,1.0397,0.0,0.6786,0.0599,0.5429,0.6238,0.8589,16,6.3124,3.8454,54.8203,-0.018,1.0407,26.9536,2.1166,0.7879,165.2402,5.1675,-0.0286,0.0731,0.0324,-0.0671,1.0589,-0.4622,-0.0082,9.651,Toxic
1118.728,71.7532,-4.3256,1.3988,2.6852,0.045,-0.0997,41.1182,8.726,14.5697,0.3571,7.9207,-0.0889,12132.3165,0.0059,-0.097,-0.1536,2335,3.0861,0.0621,5.7934,-0.0828,0.1533,0.8969,0.7923,2.9474,0.6447,0.1137,0.5328,0.4873,1.3177,17,6.5503,3.7679,43.5878,0.1304,1.0072,22.1469,2.1012,0.7583,160.4265,5.6609,0.0131,0.0699,-0.101,-0.0065,1.3262,-0.9546,0.0802,8.589,Toxic
898.846,76.1808,-1.9186,1.2053,2.6689,0.1437,-0.0975,39.1519,9.288,-12.6936,0.0127,12.785,-0.0926,8714.4933,0.0135,-0.1229,0.2241,1478,2.9358,-0.0746,5.594,-0.0552,0.021,0.9111,0.8403,3.059,0.625,-0.0418,0.5296,0.4839,1.4178,16,5.9272,3.7696,62.0493,0.2203,1.1086,19.8289,2.111,0.7697,217.9177,5.0357,-0.0039,0.0464,0.1306,-0.1469,0.8546,-0.0137,0.1307,6.9247,Toxic
1161.2114,82.7035,0.9101,1.1493,2.6775,0.307,-0.0728,41.2295,10.5976,22.1141,0.0232,23.944,0.0359,11022.5179,0.008,0.0047,-0.0417,1872,3.1186,0.1356,5.6902,-0.0531,-0.123,0.908,0.8591,3.0398,0.6286,-0.2176,0.5295,0.5651,1.3321,16,7.3711,3.8158,90.9549,0.1678,1.1181,24.1461,2.1217,0.7611,219.2146,5.6662,-0.0107,0.0507,0.0183,-0.1216,1.634,0.2876,0.0052,8.0144,Toxic
1229.07,94.1851,-0.1276,1.1154,2.7932,0.136,-0.0941,35.223,10.9075,59.2105,0.0,13.595,-0.005,14708.0245,-0.0021,-0.0031,0.0952,2408,3.0809,0.1263,4.9639,0.0161,-0.1142,0.8058,0.8714,0.0,0.625,-0.1915,0.7636,0.6234,1.1789,18,4.887,3.7832,83.8807,-0.0167,1.0912,21.3522,2.0739,0.8133,214.1433,5.6952,-0.0085,-0.0637,-0.1803,-0.208,0.9631,-0.5798,-0.1199,8.4597,Toxic
1512.3738,88.1968,-2.0701,1.2182,2.7619,0.0266,-0.0137,51.6137,12.5002,-18.1686,0.4464,4.4669,-0.0562,13659.1718,0.0107,0.0181,-0.0755,3240,3.2708,-0.066,5.7929,0.0289,0.0082,0.8946,0.811,0.0,0.6585,-0.0487,0.4743,0.429,0.8821,23,8.1281,3.8449,65.268,0.1692,1.0432,23.6721,2.124,0.8049,217.0022,3.7195,0.0025,0.0724,-0.0274,-0.0165,0.7453,1.6321,0.2074,10.7457,Toxic
1398.4149,89.1224,-2.1581,1.2434,2.9964,0.0666,0.0089,50.1421,11.4862,-1.2876,0.2611,10.6484,-0.0584,12643.6709,0.0055,0.0121,-0.0404,3077,3.0293,-0.0105,5.7402,0.042,-0.0244,0.8932,1.0773,0.0,0.6513,-0.0978,0.5627,0.6314,1.1714,23,7.8221,3.8369,58.0324,0.1532,1.0239,21.5917,2.1412,0.7623,211.6583,5.8844,-0.0012,0.0755,-0.0335,-0.0239,0.6597,0.6464,-0.0188,10.123,Toxic
1182.2587,86.4571,1.3687,1.2547,2.9166,0.0364,-0.0442,40.8166,11.765,-21.3909,0.3241,7.508,0.0285,11954.2011,0.0057,0.1046,-0.2715,2103,3.1788,-0.1683,5.6321,-0.026,-0.0842,0.8573,1.1443,0.0,0.6585,-0.0399,0.586,0.6191,1.5564,19,7.207,3.7969,52.7839,0.1483,1.0855,26.4489,2.1045,0.7772,176.9646,5.6211,0.0131,0.0812,-0.2154,-0.047,0.916,-0.1873,0.0301,8.4923,Toxic
1179.2168,69.7272,-4.7016,1.0886,2.3451,0.202,-0.016,33.3718,10.7332,-41.1431,0.3587,38.3847,-0.1136,12862.1641,0.0434,-0.0442,-0.019,1909,3.3073,-0.0962,5.5947,0.0581,-0.0917,0.8661,0.6598,3.0346,0.6768,-0.0896,0.548,0.3534,0.9401,13,7.8812,3.7473,56.6935,0.3706,1.0213,25.9792,2.0737,0.8637,188.6271,3.6511,-0.0005,0.0519,-0.1375,-0.0621,0.4147,1.4586,0.9828,8.314,Toxic
1474.7562,83.7484,3.4962,1.2913,2.7137,0.0008,-0.1588,48.9891,11.6825,0.8008,0.4543,0.1595,0.0719,13836.9753,0.013,0.0769,-0.1551,2866,3.1965,0.0028,5.7601,-0.1198,-0.0524,0.8767,0.8999,2.9542,0.6488,0.2347,0.5309,0.5263,1.3609,19,4.9175,3.8154,62.2879,0.2339,0.879,25.1713,2.092,0.7705,197.5861,5.5418,0.0135,0.0533,-0.0532,-0.0631,1.454,-1.9886,0.0524,9.7135,Toxic
1211.8257,84.5168,2.1063,0.9334,2.5137,-0.1915,-0.0594,38.8164,13.1331,-8.4934,0.2422,-26.8053,0.0556,12406.7848,0.0134,0.1714,-0.1304,2279,3.225,-0.0505,5.7162,-0.0413,-0.051,0.8784,1.1382,0.0,0.6488,0.0561,0.5675,0.5564,0.9112,21,8.053,3.9369,94.82,0.1882,0.7832,29.8094,2.0931,0.8251,244.7002,4.1715,0.0054,0.0418,0.0073,-0.0019,1.2338,0.5411,0.0945,9.0955,Toxic
1474.7562,81.4292,0.0281,1.2321,2.47,0.0281,-0.0962,48.9891,12.1102,-17.868,0.4736,5.0876,0.0006,13875.5221,0.0104,-0.0132,-0.2192,2866,3.1479,-0.0366,5.8323,-0.072,-0.0233,0.9006,0.9084,2.7963,0.6607,0.2401,0.5012,0.5252,0.8876,21,4.8008,3.7988,71.601,0.101,0.8714,25.1713,2.092,0.8211,206.2669,4.006,-0.0009,0.0343,-0.0222,-0.0204,1.104,-1.8201,0.0725,9.7135,Toxic
1427.5653,71.9281,0.8139,1.2581,2.4828,0.0276,0.1037,38.5495,10.8489,-2.5441,0.5807,3.4816,0.0243,12422.1631,-0.0004,0.0322,0.2848,2542,3.0725,-0.0078,5.5507,0.0795,0.1076,0.8638,1.0621,0.0,0.6795,-0.0921,0.5089,0.5476,0.8837,18,7.0003,3.803,61.2959,-0.0053,1.0176,22.3305,2.1056,0.8286,176.0249,4.0407,-0.0129,0.0671,0.0712,-0.0592,1.0173,0.1146,0.0398,9.3873,Toxic
902.2672,62.3525,-6.3658,1.1747,2.3215,-0.2252,-0.1351,25.2882,9.2177,-6.7752,0.2597,-31.298,-0.1944,11511.3838,0.0164,-0.0835,0.0126,1717,3.1428,-0.0328,5.3569,-0.0629,-0.0876,0.851,0.7458,3.418,0.625,0.0855,0.7601,0.589,1.0092,14,7.0124,3.8264,69.9027,0.295,0.7764,22.8536,2.0591,0.7971,237.8407,6.2455,0.0473,0.1883,0.2159,-0.1567,1.9672,-2.0009,0.2892,6.9121,Toxic
1009.0021,87.7104,1.2458,1.2746,2.9483,-0.0323,-0.065,37.5447,11.3844,-50.0582,0.1373,-6.1637,0.0214,13373.7554,0.0094,0.0201,-0.2583,1782,3.2082,-0.1655,5.6212,-0.0163,0.0615,0.8556,1.0115,0.0,0.6402,0.0779,0.6734,0.5835,1.523,22,6.9733,3.7701,56.8865,0.1447,0.9981,25.4586,2.0698,0.8106,169.5165,4.7932,0.011,0.1885,-0.1257,-0.0665,0.9673,0.7602,0.2318,7.9334,Toxic
1099.3155,70.9695,-4.549,1.2597,2.6838,-0.0198,0.0358,38.87,9.9783,-21.9249,0.5499,-3.8876,-0.1017,11565.131,0.0067,-0.0634,-0.2767,1913,3.2445,-0.0905,5.7208,0.0842,-0.0734,0.8834,0.8735,0.0,0.6603,-0.087,0.5058,0.519,0.9856,13,7.131,3.8165,52.8783,0.0934,0.9516,24.4427,2.0886,0.8192,183.7169,4.0365,0.0086,0.0725,-0.1508,0.0148,1.1979,-0.5597,0.1027,8.2653,Toxic
1734.258,84.6357,1.0163,1.1518,2.6365,0.0488,0.129,46.2385,12.3446,2.4832,0.2174,5.5578,0.0321,13318.2064,0.0029,0.0381,0.3112,2849,3.3181,0.0123,5.8877,0.1043,0.0467,0.9014,1.0303,2.9777,0.6707,-0.2118,0.5506,0.5865,1.1808,22,8.3086,3.823,64.4241,0.0486,1.0847,24.5192,2.1266,0.7833,174.0052,4.8954,-0.0429,0.0634,-0.0809,-0.1049,0.9983,1.2315,0.0124,10.9023,Toxic
1345.7411,80.5998,-2.5102,1.3737,2.6193,0.0311,-0.0856,41.6328,11.5965,36.5053,0.5314,4.2335,-0.0723,12449.8484,0.0009,-0.0718,0.3063,2621,3.1022,0.1867,5.7544,-0.064,0.0049,0.9002,1.0029,0.0,0.6539,0.1272,0.5536,0.6372,1.1418,21,5.7793,3.7843,68.1523,0.011,0.8422,23.1296,2.1064,0.8188,212.8299,5.6717,0.0191,0.0688,-0.0466,0.0125,0.8977,-1.9644,-0.0191,9.13,Toxic
1025.0378,80.6937,-0.2953,1.2577,2.7325,-0.0697,-0.1671,37.0979,11.1291,-9.5613,0.0064,-9.0662,-0.0102,9212.3044,0.0105,0.0265,0.2229,1471,3.0804,-0.0963,5.776,-0.1211,-0.1471,0.9123,1.1842,2.9762,0.6458,0.2657,0.6658,0.5819,1.5408,22,7.1902,3.7895,61.1448,0.204,0.9862,21.645,2.0965,0.7614,215.0728,5.7279,0.0342,0.0474,-0.0877,0.0705,0.8583,-1.9107,0.0775,7.0521,Toxic
1634.6086,117.5779,0.5136,1.2921,3.357,-0.0611,-0.1161,50.9941,13.5783,-38.8649,0.0,-7.3295,0.0173,13875.0833,0.006,-0.0051,0.3189,2094,3.1612,-0.097,4.7813,-0.0457,0.0148,0.7347,0.8886,2.7313,0.625,0.0288,0.517,0.5773,1.4968,24,6.9106,3.8448,79.6388,0.0681,1.1871,66.8884,2.0847,0.8,209.5998,5.4304,0.0104,0.016,-0.1917,-0.1002,0.7051,1.339,-0.0186,9.2471,Toxic
679.2986,48.1534,1.2124,0.8851,2.3298,-0.0889,0.0397,23.6094,6.2557,-66.1042,0.0,-12.3549,0.0362,9022.2689,0.0735,-0.0095,-0.3016,901,3.0423,-0.1295,5.3362,0.0743,-0.1426,0.8766,0.5958,3.2553,0.621,-0.1472,0.5558,0.289,1.114,9,4.8425,3.42,51.6658,0.5292,1.113,18.1146,2.0096,0.871,158.5159,2.9864,-0.0275,0.021,-0.0081,-0.1475,1.0227,1.2271,1.4516,4.558,NonToxic
290.2158,29.6465,0.7003,0.9679,0.9686,-0.6976,0.0292,7.8612,5.7926,8.1111,0.3453,-18.836,0.1092,3896.8681,0.0181,0.0364,0.0896,487,2.3867,0.1195,4.6375,-0.0471,-0.1754,0.8805,1.1364,2.5747,0.7222,0.0956,0.5831,0.5416,1.155,5,1.2245,3.3232,65.9164,0.2401,0.9088,8.3568,2.0509,0.8183,176.805,5.0846,-0.0138,0.0429,-0.0369,-0.0419,0.6815,-1.4133,0.131,2.8047,NonToxic
799.354,64.3236,-1.7187,1.0372,2.1538,0.1275,-0.0401,25.1747,10.4908,-32.8422,0.504,12.4964,-0.0746,9272.7332,0.01,-0.0997,-0.4093,1363,2.9932,-0.2019,5.5047,-0.0578,-0.1119,0.8851,1.1717,2.6842,0.6471,-0.067,0.5543,0.5396,1.4483,19,5.3921,3.7841,65.4021,0.133,1.1297,22.6234,2.0668,0.8083,195.3128,4.2334,-0.0016,0.0546,0.0042,0.0476,1.2814,0.4589,0.1124,5.9585,NonToxic
900.8542,63.2777,2.3051,0.9569,2.2482,0.0907,0.0148,31.9875,10.3769,-16.0103,0.1157,12.3346,0.0766,8986.291,0.005,0.0898,0.0795,1104,3.2557,-0.0868,5.7382,-0.0213,-0.1566,0.9026,1.2613,2.6918,0.6622,0.1092,0.6144,0.6071,1.1136,16,4.5684,3.8093,70.8066,0.0657,1.0622,22.8917,2.0679,0.7846,188.1594,4.2377,-0.0218,0.0401,0.0501,-0.1569,0.9007,-0.2139,0.0849,5.981,NonToxic
422.9251,43.3102,-0.0457,0.7538,1.7925,0.3208,0.0346,14.9505,5.4334,-2.5936,0.5992,2.5664,-0.0131,4337.8725,0.0211,0.049,-0.0713,947,2.2451,-0.0545,4.5016,0.0506,-0.0025,0.8674,0.5295,0.0,0.6618,-0.1187,0.9197,0.4029,0.9715,8,3.2504,3.3378,10.8418,0.3298,1.255,9.9389,2.1301,0.787,124.3991,4.6953,-0.0865,0.0147,-0.013,-0.2093,3.2349,-0.5346,0.2151,4.4464,NonToxic
422.9251,42.7834,-0.5244,0.8281,1.8008,0.2163,0.0655,14.9505,5.4165,-1.7298,0.5179,2.8122,-0.1224,4316.2468,0.013,-0.1193,-0.0617,947,2.2623,-0.0656,4.4839,0.0598,-0.0424,0.8575,0.8094,0.0,0.6618,-0.1516,1.0831,0.4453,1.0686,8,3.8647,3.3379,9.1588,0.3306,1.2579,9.9389,2.1301,0.7421,121.6584,5.5083,-0.0863,0.0279,-0.1419,-0.1933,1.1581,-0.2439,0.1291,4.4464,NonToxic
1121.8621,61.4818,-3.9417,1.4524,2.0734,0.1118,-0.0207,22.5401,10.1149,-20.7442,0.0686,18.6761,-0.0806,15496.1398,0.0146,-0.1235,0.2492,1931,3.0903,-0.0757,5.5801,-0.0022,-0.0757,0.8765,1.037,2.9987,0.6667,-0.2838,0.5417,0.5479,1.7122,14,4.4426,3.7997,75.4071,0.2156,1.0718,25.733,2.0685,0.8208,205.2775,5.6133,0.0407,0.0657,-0.1641,-0.2086,0.9201,0.0197,0.0896,7.8678,NonToxic
936.8355,65.9592,0.4006,0.8123,2.1086,-0.1829,0.0653,32.9063,9.7633,-38.4798,0.2237,-18.1114,0.0136,10736.4705,0.0125,0.0408,0.1564,1417,3.0123,-0.1506,5.4936,-0.0189,-0.0888,0.8933,1.1106,2.7089,0.625,0.061,0.5289,0.5086,0.9468,16,6.4766,3.7499,84.7484,0.1304,1.3033,20.712,2.0745,0.828,219.0501,4.0799,-0.0173,0.046,-0.0068,-0.0087,0.8353,0.3865,0.2236,6.8171,NonToxic
911.5707,55.5103,2.0669,1.1579,2.2514,-0.1142,-0.1198,24.5944,8.1049,-12.3823,0.133,-14.5015,0.0622,11092.7212,0.017,0.0779,0.0037,1387,3.1238,-0.0464,5.2867,-0.108,-0.1208,0.8436,1.0648,2.707,0.6544,-0.041,0.5419,0.4939,1.3644,13,4.7056,3.7378,55.9288,0.2525,1.2284,20.757,2.0589,0.7972,172.2278,5.2272,-0.0072,0.0548,-0.0363,-0.0702,0.704,0.0502,0.1373,6.593,NonToxic
1062.1069,64.4288,-1.0872,1.0837,2.1123,-0.0972,-0.1141,32.6125,9.6667,-13.9683,0.0633,-14.5796,-0.0273,13124.6801,0.0236,0.0028,0.0088,1753,3.2327,-0.0265,5.7954,-0.125,0.0595,0.9091,0.8608,2.529,0.6539,0.219,0.6492,0.4513,1.1095,14,2.4281,3.8045,69.1949,0.2209,0.9641,30.7149,2.0446,0.8437,189.884,4.2264,-0.0194,0.1467,0.0123,0.0564,1.0735,-1.6477,0.5804,7.3468,NonToxic
980.8769,62.9585,-0.6971,0.9309,2.132,-0.3353,-0.1669,30.8363,8.6969,-84.4996,0.0324,-44.9338,-0.017,12998.1216,0.0513,0.05,0.208,1856,3.2275,-0.1283,5.6109,-0.1213,0.02,0.8953,0.6977,2.6194,0.6487,-0.0161,0.5994,0.3942,1.0512,13,4.0684,3.752,69.0213,0.3563,1.1243,24.3408,2.0461,0.8967,184.2528,3.6738,-0.038,0.1504,-0.0257,0.0308,0.695,4.2936,1.297,7.2455,NonToxic
905.8157,59.1404,1.1722,1.1192,1.8081,0.1802,-0.0603,24.1006,10.7791,4.7531,0.3401,16.5774,0.0579,10071.96,0.0174,-0.1105,-0.0779,1402,3.0022,0.0175,5.5557,-0.0846,-0.0885,0.8976,1.15,2.6357,0.6875,-0.1204,0.5403,0.5513,1.0833,13,4.6318,3.7668,86.6971,0.1519,1.018,26.2963,2.0589,0.8627,209.129,4.2105,-0.0143,0.041,0.0093,-0.0225,1.0768,-0.2414,0.1348,6.2908,NonToxic
977.4094,54.3476,3.7207,0.7955,1.7962,-0.3665,-0.1708,25.2822,9.006,-52.4537,0.245,-52.4165,0.0951,14418.5567,0.05,0.118,-0.3936,2289,3.0921,-0.0658,5.4947,-0.1042,-0.2215,0.8965,0.6403,0.0,0.6944,-0.1076,0.5759,0.3602,0.8218,10,3.2337,3.6325,77.9127,0.3002,0.9061,20.5637,2.0449,0.9372,177.7833,3.6769,0.0055,0.0324,-0.1394,-0.0426,1.0053,3.2606,1.3945,8.461,NonToxic
855.9635,57.0749,-1.1455,1.0463,2.4577,-0.2181,-0.0162,34.2818,8.3664,4.5244,0.4471,-47.7673,-0.0252,11517.1922,0.0045,0.0453,0.1541,1781,3.0862,0.0219,5.4042,-0.0077,-0.0249,0.8421,0.9256,3.1259,0.6554,-0.0827,0.6518,0.4776,0.866,11,5.6064,3.7422,49.3828,0.0825,0.9551,22.9255,2.086,0.7906,174.9203,4.8031,-0.0117,0.0746,-0.0572,-0.0586,1.0716,-1.427,0.1038,7.573,NonToxic
917.227,59.0789,-1.5681,1.1425,2.4619,-0.1878,-0.0205,34.2818,9.1399,-11.9313,0.5256,-42.2606,-0.0349,12296.1681,0.0095,0.0375,0.0178,1852,3.2449,-0.0372,5.4349,0.0057,0.0054,0.8425,0.7589,3.1036,0.6603,-0.0135,0.4477,0.3655,0.8416,11,5.668,3.744,51.7702,0.1404,0.9775,28.9631,2.078,0.8275,178.2279,3.6782,-0.0113,0.0863,-0.0565,-0.059,1.1348,-1.3009,0.2951,7.8819,NonToxic
885.4697,55.6092,-3.004,1.0994,2.4911,-0.1328,0.0089,33.4578,8.5029,-20.4349,0.4927,-29.4792,-0.0632,12260.6027,0.0058,0.003,-0.1943,1788,3.157,-0.0841,5.4631,0.0247,0.1031,0.8479,0.7655,3.0987,0.6645,-0.0102,0.4888,0.5041,1.2504,8,4.9926,3.728,52.0491,0.0893,1.0158,22.9918,2.0825,0.8205,170.3176,5.2001,0.011,0.0855,-0.1336,-0.1134,0.9193,-1.203,0.0997,7.4237,NonToxic
949.2921,58.6329,-1.5262,1.0602,2.4,-0.1602,0.0252,33.863,9.5851,-14.6275,0.4442,-36.1971,-0.0337,12644.1304,0.0063,0.0381,0.0717,1895,3.2978,-0.0449,5.465,0.0384,-0.0187,0.845,0.9054,3.0661,0.6688,-0.1032,0.4657,0.3983,0.8477,12,6.0051,3.7391,53.6558,0.0807,0.9872,34.2538,2.0764,0.8431,178.3272,3.6782,-0.0147,0.0874,-0.0458,-0.0589,0.98,-0.254,0.2888,8.0125,NonToxic
826.9037,64.5822,-2.0656,1.2696,2.6046,-0.1164,-0.0578,27.3803,9.2109,-12.7173,0.1263,-15.5912,-0.0671,9797.9306,0.006,-0.0288,0.0597,1315,3.1308,-0.0621,5.4646,-0.0528,0.1523,0.8572,0.8995,0.0,0.6458,0.0681,0.5437,0.5338,1.0929,13,3.3892,3.6786,53.9452,0.1117,0.9675,22.6708,2.0589,0.7955,181.3359,5.1756,0.0197,0.0711,0.0435,-0.1951,1.39,-1.2629,0.0843,6.5239,NonToxic
